ibf_product_name,variety_key,name,color_name_cleaned,variety_cleaned
Tulips Single Aafke Pink,1a7fc411-6b84-4fd5-8f6c-36c4ddb60f8e,Tulips Single Aafke pink,Pink,Tulips Single Aafke
Alstroemeria Dynamite Red,4b415776-de7f-4f49-8f18-58b77e1a12fa,Alstroemeria Dynamite red - multiple,Red,Alstroemeria Dynamite
Limonium Pina Colada Apple Green,93a154fb-969c-4ef2-9bff-9123753ed9c5,Limonium Pina Colada Apple Green (tinted/ dyed) green,Green,Limonium Pina Colada Apple
Sanseveria Golden Cobra Green,2faa2bd6-a07c-46f4-b6a2-e193df82eab8,Sanseveria Golden Cobra green - multiple,Green,Sanseveria Golden Cobra
Privet Ligustrum Variegated Variegated Variegated,5a6cf5b7-ce59-4324-981d-0c97b9003423,Privet Ligustrum Variegated variegated,Variegated,Privet Ligustrum Variegated Variegated
Tulips French Yellow,667215db-4952-418e-9f55-fa969cb35239,Tulips French Yellow yellow,Yellow,Tulips French
Mini Calla Bridesmaid White,28f494a5-89f7-46ee-98c9-3e7a2e34a756,Mini Calla Bridesmaid White white,White,Mini Calla Bridesmaid
Crocosmia George Davison Yellow,6b10b6a7-8cda-43ce-9bb9-0c16ac691c0d,Crocosmia George Davison yellow,Yellow,Crocosmia George Davison
Gypsophilia Xlence Light Light Green,a8938fff-8c81-4ed6-b441-fa14497c9e93,Gypsophilia (Babys breath) Xlence Light Green 250 gr. (tinted/ dyed) 7 st/bu green - light,Light Green,Gypsophilia Xlence Light
Roses Alessia Cream,6eb9dacd-63e4-4826-8f91-0c9962f1a2a3,Roses Alessia cream,Cream,Roses Alessia
Gerbera Mini Cassis Pink,70d6dfab-ce9a-4b76-838d-e53ab31bf817,Gerbera Mini Cassis pink - multiple,Pink,Gerbera Mini Cassis
Phalaenopsis Shanghai Pink,dd046d43-0ffc-4fc2-a34d-d070a171f6aa,Phalaenopsis Shanghai pink - multiple,Pink,Phalaenopsis Shanghai
Carnation Vintage By Vip Pink,7dc06d84-b04c-4304-9f34-61b8047eddc4,Carnation Vintage by VIP pink - multiple,Pink,Carnation Vintage By Vip
Bouquets Exclusive Line Spring Candy Ball Pink,7be1f95f-2258-4538-8d2d-67b12b1d261b,Bouquets Exclusive Line Spring Candy Ball pink - multiple,Pink,Bouquets Exclusive Line Spring Candy Ball
Florinca X Lime Green,c46849d0-89d1-4ea0-95b5-e8988e4dbc5d,Florinca X-Treme lime green,Lime Green,Florinca X
Peony Catharina Fontijn Pink,07103d78-73be-4096-a684-db59c0db34aa,Peony Catharina Fontijn pink,Pink,Peony Catharina Fontijn
Spray Roses Mixed,450af4be-6330-47e7-a316-bfa8737d0bcc,"Spray Roses Assorted (10 Hot Pink Folies, 10 Ilse, 10 Mambo, 20 Viviana, 10 Suncity) mixed",Mixed,Spray Roses
Gladiolus Large Flowered Red,99b9c4f0-f0a0-42a7-8f6b-dbdaf097b36d,Gladiolus Large Flowered Red red,Red,Gladiolus Large Flowered
Ixia Spotlight White,4bcb0712-de18-48ef-a507-3352fb0e0508,Ixia Spotlight white,White,Ixia Spotlight
Tulips Single Ardour Pink,b5e964a5-cf58-4e9f-9b46-9b1a42d48cf6,Tulips Single Pink Ardour pink,Pink,Tulips Single Ardour
Asparagus Long Topped Peach,e37eb8bf-616e-4041-a3c4-02d791e804cc,Asparagus Long topped champagne (tinted/ dyed) peach,Peach,Asparagus Long Topped
Succulents Morani Green,93266aac-6556-4ff4-a7c3-dd7560d8dd69,Succulents (no roots) Morani green - multiple,Green,Succulents Morani
Gomphrena White,d0cb8f0d-786b-47e3-9c5d-139020ebb73c,Gomphrena White white,White,Gomphrena
Carnation Carnation Mixed,69acbdbc-e11c-4618-8f4a-956323a7018f,Carnation Carnation Assorted mixed,Mixed,Carnation Carnation
Chrysanthemum Disbuds Yellow,fc171eec-7210-4ef2-ad61-878fcc49b762,Chrysanthemum Disbuds/ Mums Cremon Valeska yellow,Yellow,Chrysanthemum Disbuds
Gerbera Mini Mout Cream,23b474b7-1d8e-43f4-91b3-c6366305d2f5,Gerbera Mini MouT cream,Cream,Gerbera Mini Mout
Rose Petals Fresh Petals Red,0dc09423-159a-49a9-a63a-c575c5c9b62f,Rose Petals Fresh Petals Red - White (900 Petals/ Plastic Bag) red - multiple,Red,Rose Petals Fresh Petals
Phalaenopsis Anthura Antalya Cream,1502d7f2-9267-42ab-bd5e-854f617ec518,Phalaenopsis Anthura Antalya cream,Cream,Phalaenopsis Anthura Antalya
Chrysanthemum Spray Pom Cushion Appetit Bronze Bronze,e37cd25b-c027-49ac-b810-a8cce427802b,Chrysanthemum Spray Pom Cushion Appetit bronze,Bronze,Chrysanthemum Spray Pom Cushion Appetit Bronze
Strawflower Yellow,a2355239-baf9-4657-9089-2e7439497fe2,Strawflower Yellow yellow,Yellow,Strawflower
Bouquets Every Day Bq Mixed,b0916e62-f48e-4171-aeed-6f7ebd24ba41,Bouquets Every Day BQ7624 mixed,Mixed,Bouquets Every Day Bq
Amaryllis Rilona Blooms Salmon Salmon,7744b037-49ba-4064-9bc0-18be10857a0d,Amaryllis Rilona 4 blooms salmon,Salmon,Amaryllis Rilona Blooms Salmon
Billy Balls Dark Pink,c9efd394-69ac-4701-9ec9-f5eba9dc00a7,Billy Balls Hot Pink (tinted/ dyed) pink - dark,Dark Pink,Billy Balls
Roses Hot Summer Mixed,4d5c9f6c-c080-419a-81e7-fc2a8a5ea971,Roses Hot Summer Assorted mixed,Mixed,Roses Hot Summer
Bouquets Exclusive Line Summer Clouds White,b70fae3b-8691-4745-8772-8ace4d6d395f,Bouquets Exclusive Line Summer White Clouds white - multiple,White,Bouquets Exclusive Line Summer Clouds
Freesia Double Peachy Queen Orange,9623ffab-6b2d-4e9c-8fef-c9dd9fab2050,Freesia Double Peachy Queen orange,Orange,Freesia Double Peachy Queen
Hydrangea Rodeo Purple,d669e595-2d1e-49d1-8231-2441d60daa76,Hydrangea Rodeo Purple purple,Purple,Hydrangea Rodeo
Roses Violet Lavender,e411a49c-73bd-47ea-8ebf-c344021b3d70,Roses Violet lavender,Lavender,Roses Violet
Mini Calla Mozart Peach,576922cf-d01d-45ab-95d8-2f6ddb0d4ab7,Mini Calla Mozart (or similar color) peach,Peach,Mini Calla Mozart
Bouquets Exclusive Line Winter Hope Pink,f37efec4-4514-4646-9190-a9c08fa22a54,Bouquets Exclusive Line Winter Hope pink - multiple,Pink,Bouquets Exclusive Line Winter Hope
Roses Black Finess Red,5d450850-57e2-42fc-bb65-545b0fff2eea,Roses Black Finess red,Red,Roses Black Finess
Bouquets Serenity Burgundy,dd958dc7-51d6-473b-a563-525cf9e3fd79,Bouquets Serenity Burgundy burgundy,Burgundy,Bouquets Serenity
Phalaenopsis Surabaya Pink,061b3d46-162f-44cd-9614-03d12a888570,Phalaenopsis Surabaya pink - multiple,Pink,Phalaenopsis Surabaya
Gerbera Mini Brunhilde Orange,2bf8fd99-6058-4604-9e7e-f7cf0010560d,Gerbera Mini Brunhilde orange - multiple,Orange,Gerbera Mini Brunhilde
Box Box Happy Rainbow Freesia Rainbow,eb016af5-8db0-4cce-b2bc-957de74450ca,Mixed box Assorted box Happy Rainbow 50x:Freesia- Tulip - Sweet Peas - Hyacinth - Ranunculus Rainbow,Rainbow,Box Box Happy Rainbow Freesia
Mini Calla Paco Purple,c204c7c0-66cd-4863-881c-8dcd3a236bb7,Mini Calla Paco purple,Purple,Mini Calla Paco
Roses Magdalena Orange,f6ba5404-37d7-42c0-8435-8a8e348f3d81,Roses Magdalena orange - multiple,Orange,Roses Magdalena
Tulips Double Margarita Dark Pink,db8286e7-50ae-4ad5-b277-1ded759394ce,Tulips Double Margarita pink - dark,Dark Pink,Tulips Double Margarita
Mini Calla Hot Chocolate Black Black,132c9cde-d3e6-44bd-8c7c-bb6e920fa91f,Mini Calla Hot chocolate black,Black,Mini Calla Hot Chocolate Black
Heliconia Musa Coccinea Red,4356810d-6564-4c67-a80b-8e6f5859d5a6,Heliconia Musa Coccinea Red red,Red,Heliconia Musa Coccinea
Mini Calla Valentines Red,795d3062-46af-4d75-9a69-258295a62bb9,Mini Calla Valentines Assorted red - multiple,Red,Mini Calla Valentines
Spray Roses Super Bubbles Cream,941aff8d-7dd5-428c-a1d4-e118415f9917,Spray Roses Super Bubbles (jumbo) cream,Cream,Spray Roses Super Bubbles
Cymbidium Mini Coca Cola Brown Brown,59ea4c96-bdc9-41e7-945b-abc3228c6e0e,Cymbidium Mini Coca Cola brown,Brown,Cymbidium Mini Coca Cola Brown
Tulips Double Crossfire Red,f5e4588a-26b5-4fa7-a645-638acac6dd51,Tulips Double Crossfire red,Red,Tulips Double Crossfire
Box Jolly Christmas Box Red,99c4f8cb-ca2b-4b8d-b038-433499102add,Mixed box Jolly Christmas Box red - multiple,Red,Box Jolly Christmas Box
Hydrangea White,dbc34ede-d2bd-4370-a78b-94956dff2bff,Hydrangea White (The tone can vary depending on the weather - creamy / greenish) white,White,Hydrangea
Roses Sunset Dark Orange,30a0872b-2376-477e-b58f-92f0a125426f,Roses Sunset orange - dark,Dark Orange,Roses Sunset
Hyacinth China Light Pink,e2a7cacf-c245-4065-b248-c3e321467f54,Hyacinth China pink pink - light,Light Pink,Hyacinth China
Bouquets Mothers Day Bq Mixed,1988768e-6465-4a6a-b7d4-133bb6c8d4a3,Bouquets Mothers Day BQ2388 mixed,Mixed,Bouquets Mothers Day Bq
Gerbera Mini Pomponi Bebob Apricot Apricot,67c0ef0c-57b5-464e-81ba-78b1f64e74f6,Gerbera Mini Pomponi Bebob apricot,Apricot,Gerbera Mini Pomponi Bebob Apricot
Cymbidium Spray Giant Green,f978bc80-6452-4d4b-9e17-832d3722bd20,Cymbidium Spray Green Giant green - multiple,Green,Cymbidium Spray Giant
Garlands Pittosporum Green,cffd26ee-7bc9-4c2a-ba56-8bc431be8fc9,Garlands Pittosporum Green 6ft/ Box green,Green,Garlands Pittosporum
Cymbidium Mini Parfait Light Pink,38171cb9-2a77-42cf-92f0-d4274db2fef8,Cymbidium Mini Pink Parfait pink - light,Light Pink,Cymbidium Mini Parfait
Eucharis Grandiflora White,cbb19ab1-ca60-4b5c-aa83-a62d53507b4b,Eucharis Grandiflora white,White,Eucharis Grandiflora
Gomphrena Pink,5bbea756-f845-48d9-873b-7242fef89b0a,Gomphrena Pink pink,Pink,Gomphrena
Astilbe Erika Pink,43dd3e59-79da-4b28-8c13-79f7e1d60733,Astilbe Erika pink,Pink,Astilbe Erika
Daffodils Gigantic Star Yellow,cf573583-158d-431e-9f78-a25775bc7903,Daffodils Gigantic Star yellow,Yellow,Daffodils Gigantic Star
Roses Tinted Blue,0f1c5fcc-92e0-44b4-8979-a2f969d2f592,Roses tinted/dyed toppings Garden Rose Campanella Blue blue,Blue,Roses Tinted
Brodea Corrina Blue,20b55cd2-72ee-4199-9c22-c2563fa8b1d8,Brodea Corrina blue,Blue,Brodea Corrina
Roses Mothers Day Mixed,e5669af6-4de3-41de-9a6d-9f8b0243580a,Roses Mothers Day Assorted mixed,Mixed,Roses Mothers Day
Spray Roses Mimi Eden Pink,e9a36130-7acc-4a9d-9e6d-56847deb5c46,Spray Roses Mimi Eden pink - multiple,Pink,Spray Roses Mimi Eden
Anthurium Cantello Red,0f56a24c-d8d6-4d53-b73c-6470d8af4bca,Anthurium Cantello red,Red,Anthurium Cantello
Astilbe Diamant White,03d7dd91-49cf-42e3-8b5a-affbfa3f33d4,Astilbe Diamant white,White,Astilbe Diamant
Freesia Single Delta River Dark Purple,a63b5cc5-27f8-44e5-b639-70da1f9cf497,Freesia Single Delta River purple - dark,Dark Purple,Freesia Single Delta River
Lilies Oriental Zambesi White,d620c33d-54fd-4267-a46c-69122a978838,Lilies Oriental Zambesi 3/5 Bl white,White,Lilies Oriental Zambesi
Heliconia Musa Dark Orange,e0c7b932-6e0a-48f2-b78f-75108055cdf5,Heliconia Musa Orange orange - dark,Dark Orange,Heliconia Musa
Star Thistle Supernova Questar Blue,221bff89-a824-440d-95c0-268537427a93,Star Thistle Supernova Questar blue,Blue,Star Thistle Supernova Questar
Crocosmia Emily Mckenzie Orange,42786bc9-200e-43eb-964b-ab3d8d31d9c6,Crocosmia Emily McKenzie orange,Orange,Crocosmia Emily Mckenzie
Roses Tinted Light Yellow,277d4b5c-2442-47f6-b565-8b9f7c263743,Roses tinted/dyed toppings Garden Rose Campanella yellow - light,Light Yellow,Roses Tinted
Bouquets Always Roses Ass Colors Mixed,ba3c1161-6efa-40eb-82de-50240f6293f9,"Bouquets Always 12 Roses Ass. Colors (Incl. 2 Ruscus, 1 Gyp) mixed",Mixed,Bouquets Always Roses Ass Colors
Bouquets Hydrangea Of Love Red,50bd71e8-d606-40d9-8d78-5ccf9697a621,Bouquets Hydrangea of Love red - multiple,Red,Bouquets Hydrangea Of Love
Garlands Magnolia Green,b14f71ba-3a1d-4cc5-8cc0-65c33ec8e550,Garlands Magnolia 6ft/ Box green,Green,Garlands Magnolia
Roses Fall Mixed,0dceda71-3815-4475-bbf7-65936e63e990,"Roses Fall Assorted (25 Yellow, Orange, Yellow-Red, Matilde) mixed",Mixed,Roses Fall
Hyacinth Ibis Pink,b70d29b4-7f05-472b-86cd-7463eb2fab39,Hyacinth Ibis pink,Pink,Hyacinth Ibis
Lilies Oriental Light Pink,c81473ca-121a-4b7f-b303-09870942635a,Lilies Oriental Light Pink pink - light,Light Pink,Lilies Oriental
Daffodils Sir Winston Churchill White,4ba3e5ff-da5f-4281-90ca-1fdf81342ae4,Daffodils Sir Winston Churchill white - multiple,White,Daffodils Sir Winston Churchill
Garlands Feather Eucalyptus Green,96ba76cf-69f0-41ce-b2eb-2199777612fe,Garlands Feather Eucalyptus 6ft/ Box green,Green,Garlands Feather Eucalyptus
Peony Edulis Superba Dark Pink,5459ab29-d32b-43a5-9fda-8f3160a0a2d6,Peony Edulis Superba pink - dark,Dark Pink,Peony Edulis Superba
Roses Fenice Peach,c0651dd9-537d-4676-b446-cbd6a65b053e,Roses Fenice peach,Peach,Roses Fenice
Cymbidium Spray Fantacy Pink,84846b3e-1e46-48b2-a1a8-18a09c667a3d,Cymbidium Spray Fantacy pink,Pink,Cymbidium Spray Fantacy
Tulips Single Pastel Violet By Vip Lavender,bf5e01fe-713a-4fb7-bd0c-3593e9557741,Tulips Single Pastel Violet By VIP (Tinted/ Dyed) lavender,Lavender,Tulips Single Pastel Violet By Vip
Roses Voodoo Yellow,66c13987-4915-48e2-8ab0-ca735d65c387,Roses Voodoo yellow - multiple,Yellow,Roses Voodoo
Astilbe Vision Inferno Salmon Salmon,5a261a24-fa6a-4bbb-8065-5ef4f2b8c37e,Astilbe Vision Inferno salmon,Salmon,Astilbe Vision Inferno Salmon
Carnation Brown Molly Brown Brown,e1c330e4-6941-4757-9b4f-a246430d267d,Carnation Brown Molly (tinted/ dyed) brown,Brown,Carnation Brown Molly Brown
Muscari Helena Blue,f0e490ca-ed17-4e3d-a37a-01772bc0c10a,Muscari Helena blue,Blue,Muscari Helena
Lilies La Hybrids Arbatax Pink,6c2de156-a681-4c83-bfce-72ec30e633a4,Lilies LA Hybrids Arbatax 3/5 bl pink,Pink,Lilies La Hybrids Arbatax
Tulips French Maureen White,c16d72de-9fef-4f5e-a935-5111a4bcf40c,Tulips French Maureen (white - cream) white - multiple,White,Tulips French Maureen
Daffodils Charm Cream,303ae159-3234-462d-a8e2-c8c1146292f1,Daffodils Pink Charm cream,Cream,Daffodils Charm
Ranunculus Clooney Light Yellow,cc329d2a-cc43-4f32-b172-524bc58ba60b,Ranunculus Clooney Cream yellow - light,Light Yellow,Ranunculus Clooney
Garden Roses Constance Pink,2599e1c4-da18-4742-9317-1b08cb834f29,Garden Roses Constance *Fragrance* pink,Pink,Garden Roses Constance
Bouquets Exclusive Line Spring Sunrise Point Yellow,283434ed-a13f-4b42-b3d0-e51e107cfc9a,Bouquets Exclusive Line Spring Sunrise Point yellow - multiple,Yellow,Bouquets Exclusive Line Spring Sunrise Point
Bouquets Exclusive Line Winter Wonderful Wishes White,b478c93b-0c39-4b64-8382-de9cd372f65f,Bouquets Exclusive Line Winter Wonderful Wishes white - multiple,White,Bouquets Exclusive Line Winter Wonderful Wishes
Succulents Mandolan Green,87fea24e-3c2a-45e6-96ff-5f4a9b6d7ee0,Succulents (no roots) Mandolan green - multiple,Green,Succulents Mandolan
Amaryllis Britney Blooms Bordeaux Bordeaux,f62ef675-7375-4c31-bee4-d9e781dc97bc,Amaryllis Britney  4 blooms bordeaux,Bordeaux,Amaryllis Britney Blooms Bordeaux
Tulips Parrot Rainbow Rainbow Rainbow,22ab85cd-2e7b-40d7-8702-ecbee1227f5d,Tulips Parrot Rainbow Assorted Rainbow,Rainbow,Tulips Parrot Rainbow Rainbow
Celosia Argentea Kim Dark Orange,0f723026-3164-43f7-88c2-0cbaa1849f1f,Celosia Argentea Kim Orange orange - dark,Dark Orange,Celosia Argentea Kim
Cymbidium Mini Irene Pink,01f2651d-c06a-4bfc-9525-dd0503b4d08a,Cymbidium Mini Irene pink,Pink,Cymbidium Mini Irene
Kalanchoe Warm Orange,e3d85221-fc79-4525-8fbd-cebf4075fc07,Kalanchoe (cut) Warm Orange orange,Orange,Kalanchoe Warm
Mini Calla Mango Dark Orange,4bae15f0-b974-483a-af38-ea7344b1015c,Mini Calla Orange Mango (Or Similar) orange - dark,Dark Orange,Mini Calla Mango
Tulips Parrot Seadov Parrot Red,810abc9f-659f-4a0d-8dbc-0393cb740460,Tulips Parrot Seadov Parrot red,Red,Tulips Parrot Seadov Parrot
Tulips Single Black Jack Black Black,f96d4adc-744e-4560-8121-5696f4f75b02,Tulips Single Black Jack black,Black,Tulips Single Black Jack Black
Roses Burlesque Pink,540a0e23-6443-4797-92a1-8b5c3f70899f,Roses Burlesque pink - multiple,Pink,Roses Burlesque
Delphinium Dewi Star Medium Blue,8f9b0f02-968a-418a-ab03-2cff7b02922e,Delphinium Dewi Blue Star blue - medium,Medium Blue,Delphinium Dewi Star
Ginger Shampoo Yellow,b8b402dc-a470-40ab-9c98-c971d07b6bff,Ginger Shampoo (maraca) yellow,Yellow,Ginger Shampoo
Carnation Anov Expression Purple,d81c4f26-8a21-410a-ba44-e27d0a29cb4c,Carnation Anov Expression (Tinted/ Dyed) purple - multiple,Purple,Carnation Anov Expression
Lilies Asiatic Tresor Orange,db94e3f6-122b-43b6-9da3-5526096e4a6a,Lilies Asiatic Tresor 3/5 bl orange,Orange,Lilies Asiatic Tresor
Hydrangea Periwinkle Premium Lavender,f32fcbbd-39ea-4a43-817f-b036e6674f43,Hydrangea Periwinkle Premium (18 cm) lavender,Lavender,Hydrangea Periwinkle Premium
Tulips Double Princess Red,3ec69c85-f6e4-473e-b0ce-db8f9c988054,Tulips Double Red Princess red,Red,Tulips Double Princess
Hydrangea Lavender,6e7e63d5-fa91-435e-bd93-b05dea2817d8,Hydrangea Lavender lavender,Lavender,Hydrangea
Gerbera Large Flowered Iceberg White,6697f550-03f0-4d3c-a8ad-c2416b7ad8db,Gerbera Large Flowered Iceberg white - multiple,White,Gerbera Large Flowered Iceberg
Spray Roses Bubbles Red,d63e12a8-ee82-407d-bf5d-caf4324228ce,Spray Roses Red Bubbles (Jumbo) red,Red,Spray Roses Bubbles
Cymbidium Spray Salm Delight Pink,04745762-0a20-490f-b476-b412d51c66a1,Cymbidium Spray Salm Delight pink - multiple,Pink,Cymbidium Spray Salm Delight
Roses Riviera Dark Pink,70ebeb1a-00b5-4767-9067-6953574ae475,Roses Riviera pink - dark,Dark Pink,Roses Riviera
Peony Sunset Aaa Grade Coral,30744f19-5fba-4d54-826f-58f062d124fd,Peony Coral Sunset AAA grade (40mm) coral,Coral,Peony Sunset Aaa Grade
Monstera Leaf Green,8e0ac26c-7e61-4063-9f0b-27ec5c7c3365,Monstera Leaf (15 inch diameter) green,Green,Monstera Leaf
Tulips Double Melrose Pink,9e097910-5dc1-4220-a7e2-88ffdf8941a9,Tulips Double Melrose pink - multiple,Pink,Tulips Double Melrose
Carnation Nobbio Striato Pink,5997eb2b-3458-4090-a139-71d00deb6e4d,Carnation Nobbio Striato pink - multiple,Pink,Carnation Nobbio Striato
Birch Red,23dbe091-7509-435a-ac54-5789d4afdc2b,Birch Red (Tinted/ Dyed) red,Red,Birch
Roses Marilyn Pink,162bbb2d-55f8-4659-bd3f-39b1cbb24649,Roses Marilyn pink,Pink,Roses Marilyn
Aster Spray Solidago Golden Glory Yellow,3222f59a-466c-47b4-a143-cc904fdd5861,Aster Spray Solidago Golden Glory yellow,Yellow,Aster Spray Solidago Golden Glory
Roses Tinted Green,5b0121d7-6e15-479a-8049-19f0a52c3bb0,Roses tinted/dyed toppings Elf green - multiple,Green,Roses Tinted
Gerbera Mini Bingo Yellow,f7a5113a-5566-4851-a6e1-f4a89c7e02ba,Gerbera Mini Bingo yellow - multiple,Yellow,Gerbera Mini Bingo
Roses Antike Yellow,4c4e1ed4-3eec-4728-9257-a515605e7065,Roses Green Antike yellow - multiple,Yellow,Roses Antike
Astilbe Light Pink,93c1d2e0-1514-49e2-87b1-f699dbf0d13d,Astilbe Light pink pink - light,Light Pink,Astilbe
Roses Tinted Green,218ecc71-18b0-4322-bb49-9ccb63f38dfd,Roses tinted/dyed toppings Green green,Green,Roses Tinted
Tulips Single Juice Orange,a5c7f8c7-57d1-41fb-90f3-25965247ab4a,Tulips Single Orange Juice orange,Orange,Tulips Single Juice
Tulips Fringed Honeymoon White,a4f409d4-3738-4bd6-86f8-44b409645631,Tulips Fringed Honeymoon white,White,Tulips Fringed Honeymoon
Bouquets Every Day Bq Mixed,8fc6a123-f815-45c5-b06b-dcc669f963c3,Bouquets Every Day BQ7622 mixed,Mixed,Bouquets Every Day Bq
Gerbera Spiders Mixed,5e2bfe10-b59f-40e4-b61a-fd02c73aac7a,Gerbera Spiders Assorted mixed,Mixed,Gerbera Spiders
Bouquets Every Day Bq Mixed,c8f28a88-00f4-4bad-977f-9d4c0ce8914e,Bouquets Every Day BQ7638 mixed,Mixed,Bouquets Every Day Bq
Bouquets Fsi Pink,3304e030-26af-41a1-b519-352a9afc8cf3,Bouquets FSI - Romantic Serie Pink pink - multiple,Pink,Bouquets Fsi
Gerbera Large Flowered Swanlake White,e142e762-e799-45bb-9509-0706407d657d,Gerbera Large Flowered Swanlake white,White,Gerbera Large Flowered Swanlake
Tulips Double Foxtrot Pink,6bfa4812-e93d-4a35-9168-bc62dbd02e55,Tulips Double Foxtrot pink,Pink,Tulips Double Foxtrot
Bouquets Fsi Mixed,29158006-62e1-4bbb-a9d9-a2340de94902,Bouquets FSI - All Day Three mixed,Mixed,Bouquets Fsi
Hydrangea Magical Purple,43b9c54e-726d-4197-acaa-e00a1eee2f47,Hydrangea Magical Coral purple - multiple,Purple,Hydrangea Magical
Tulips French Flaming Parrot Red,62b7d112-4659-4e87-a994-89c353df5900,Tulips French Flaming Parrot red - multiple,Red,Tulips French Flaming Parrot
Alstroemeria Bali Yellow,75a81476-0558-4c15-8f82-4421ec18c306,Alstroemeria Bali yellow,Yellow,Alstroemeria Bali
Roses Tinted Red,54800b0c-834d-4082-957f-3bc37df76ab7,Roses tinted/dyed toppings The Grinch red - multiple,Red,Roses Tinted
Asparagus Long Topped Dark Lilac Dark Purple,7ece8fcb-d99b-473a-9a01-dd81390b58d2,Asparagus Long Topped Dark Lilac (tinted/ dyed) purple - dark,Dark Purple,Asparagus Long Topped Dark Lilac
Bouquets Exclusive Line Fall Volcano Orange,842cd65e-aa64-4a98-babf-14a6aae7d93f,Bouquets Exclusive Line Fall Volcano orange - multiple,Orange,Bouquets Exclusive Line Fall Volcano
Lilies Oriental Canaletto Pink,875dee30-444c-4b7b-9b40-96db6bb81e9c,Lilies Oriental Canaletto pink,Pink,Lilies Oriental Canaletto
Mini Carnation Fall Mixed,6d3ab8ea-25fc-4f9f-8618-c8949169b3ef,Mini Carnation (Spray) Fall Assorted mixed,Mixed,Mini Carnation Fall
Amaryllis Hercules Blooms Dark Pink,3b3f7f19-5418-4927-a2b9-9804bf4e3bac,Amaryllis Hercules 4 blooms pink - dark,Dark Pink,Amaryllis Hercules Blooms
Iris Mixed,5613a486-497f-4575-90a6-6c97816975ed,Iris Assorted mixed,Mixed,Iris
Tulips Single Flaming Prince Pink,0b283bb6-0d22-4fa1-ac3f-323b55c60eec,Tulips Single Flaming Prince pink - multiple,Pink,Tulips Single Flaming Prince
Gerbera Mini Manolo Dark Purple,13181654-a260-4ff7-88fb-e8bd316e88c6,Gerbera Mini Manolo purple - dark,Dark Purple,Gerbera Mini Manolo
Cymbidium Spray Dos Pueblos White,b495f655-2dbb-4210-863d-5e98178e3f85,Cymbidium Spray Dos Pueblos white,White,Cymbidium Spray Dos Pueblos
Helleborus Queens White,9e648e15-92bb-40cc-a0c4-e8fca6faadff,Helleborus Queens white white,White,Helleborus Queens
Heliconia She Kong Red,898ef9de-ca57-4951-b1ac-fab94cf7ace9,Heliconia She Kong (90 to 100 cm) red,Red,Heliconia She Kong
Chrysanthemum Spray Pom Cushion Zembla Cream,2a0e097a-13fc-46fd-8133-4454f571021a,Chrysanthemum Spray Pom Cushion Zembla (Cream) cream,Cream,Chrysanthemum Spray Pom Cushion Zembla
Lilies Asiatic Elodie Pink,4e4dc4df-4c52-4adf-bd1a-1b4389f98bb4,Lilies Asiatic Elodie 3/5 bl pink,Pink,Lilies Asiatic Elodie
Bouvardia Double Diamond White,5b538d74-3fe4-4bfe-9dd7-7e3c1f1e74b8,Bouvardia Double Diamond White white,White,Bouvardia Double Diamond
Sweet Peas Misty White,00a1bd11-9b03-42e0-ba0e-b1bc55a8fefa,Sweet Peas Misty Cream white,White,Sweet Peas Misty
Gerbera Large Flowered Silversnow White,7acdb604-885b-4f49-a836-238d71345f56,Gerbera Large Flowered Silversnow white,White,Gerbera Large Flowered Silversnow
Cymbidium Mini Flying High Red,6aec1e1d-a611-4d60-803c-63741cd8f61b,Cymbidium Mini Flying High red - multiple,Red,Cymbidium Mini Flying High
Garlands Olive Branches Green,a4fffe08-12ba-4fab-979b-ad7afe121d61,Garlands Olive Branches 6ft/ Box green,Green,Garlands Olive Branches
Amaryllis Luna Blooms Cream,2df83991-2c44-464a-bb89-ef51c47d29a4,Amaryllis Luna 4 blooms cream,Cream,Amaryllis Luna Blooms
Alstroemeria Charmelia Pink,88e7079d-17d3-4566-b311-b7689c00bb00,Alstroemeria Charmelia pink,Pink,Alstroemeria Charmelia
Clematis Amazing Oslo Blue,e93cbc73-d2a7-4ca8-b4a5-995eaef347a9,Clematis Amazing Oslo blue,Blue,Clematis Amazing Oslo
Freesia Double Rain Purple,867b704f-bc9a-4c79-b878-410c02e17db1,Freesia Double Purple Rain purple,Purple,Freesia Double Rain
Cymbidium Spray Limones Light Green,a24fbbda-1fbf-48a5-abbb-26bfaa5919f6,Cymbidium Spray Limones green - light,Light Green,Cymbidium Spray Limones
Bouquets Every Day Bq Mixed,b68c274c-0c6d-4ad5-89a4-a42153361aac,Bouquets Every Day BQ7645 mixed,Mixed,Bouquets Every Day Bq
Tulips Single Coronet Moulin Rouge By Vip Pink,4cd3da0e-2fcc-4d9a-89b7-23c588f65f03,Tulips Single Coronet Moulin Rouge by VIP pink - multiple,Pink,Tulips Single Coronet Moulin Rouge By Vip
Roses Lermontov White,cbd7a67a-d87f-46a3-af0d-495f8b85b453,Roses Lermontov white,White,Roses Lermontov
Gerbera Mini Navelino Dark Orange,84b0d5ca-6b8b-44e3-af7a-e2c89800d6a6,Gerbera Mini Navelino orange - dark,Dark Orange,Gerbera Mini Navelino
Gerbera Mini Kimsey Pink,cb92954c-530d-4eb5-87e8-2909350060d1,Gerbera Mini Kimsey pink,Pink,Gerbera Mini Kimsey
